"","publishstate","country","region","year","gho","value","unregion"
"730","Published","Montenegro","Europe",2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",1.3,NA
"731","Published","Montenegro","Europe",2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",1,NA
"732","Published","Montenegro","Europe",2014,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"733","Published","Mongolia","Western Pacific",2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",9.7,NA
"734","Published","Mongolia","Western Pacific",2007,"Proportion of population below the international poverty line of US$1.90 per day (%)",1.3,NA
"735","Published","Mongolia","Western Pacific",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.8,NA
"736","Published","Mongolia","Western Pacific",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.6,NA
"737","Published","Mongolia","Western Pacific",2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.4,NA
"738","Published","Mongolia","Western Pacific",2014,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"739","Published","Malta","Europe",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"740","Published","Malta","Europe",2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"741","Published","Malta","Europe",2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"742","Published","Mozambique","Africa",2014,"Proportion of population below the international poverty line of US$1.90 per day (%)",62.4,NA
"743","Published","Mauritania","Africa",2000,"Proportion of population below the international poverty line of US$1.90 per day (%)",19.6,NA
"744","Published","Mauritania","Africa",2004,"Proportion of population below the international poverty line of US$1.90 per day (%)",14.4,NA
"745","Published","Mauritania","Africa",2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",10.8,NA
"746","Published","Mauritania","Africa",2014,"Proportion of population below the international poverty line of US$1.90 per day (%)",6,NA
"747","Published","Mauritius","Africa",2006,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.4,NA
"748","Published","Mauritius","Africa",2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,NA
"749","Published","Malawi","Africa",2004,"Proportion of population below the international poverty line of US$1.90 per day (%)",73.4,NA
"750","Published","Malawi","Africa",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",71.7,NA
"751","Published","Malawi","Africa",2016,"Proportion of population below the international poverty line of US$1.90 per day (%)",70.3,NA
"752","Published","Malaysia","Western Pacific",2004,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.4,NA
"753","Published","Malaysia","Western Pacific",2007,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,NA
"754","Published","Malaysia","Western Pacific",2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,NA
"755","Published","Malaysia","Western Pacific",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.1,NA
"756","Published","Malaysia","Western Pacific",2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"757","Published","Malaysia","Western Pacific",2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"758","Published","Namibia","Africa",2003,"Proportion of population below the international poverty line of US$1.90 per day (%)",31.5,NA
"759","Published","Namibia","Africa",2009,"Proportion of population below the international poverty line of US$1.90 per day (%)",22.6,NA
"760","Published","Namibia","Africa",2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",13.4,NA
"761","Published","Mongolia","Western Pacific",2016,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.6,NA
"762","Published","Mozambique","Africa",2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",81,NA
"763","Published","Mozambique","Africa",2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",69.1,NA
"764","Published","Niger","Africa",2014,"Proportion of population below the international poverty line of US$1.90 per day (%)",44.5,NA
"765","Published","Nigeria","Africa",2003,"Proportion of population below the international poverty line of US$1.90 per day (%)",53.5,NA
"766","Published","Nigeria","Africa",2009,"Proportion of population below the international poverty line of US$1.90 per day (%)",53.5,NA
"767","Published","Nicaragua","Americas",2001,"Proportion of population below the international poverty line of US$1.90 per day (%)",16.5,NA
"768","Published","Nicaragua","Americas",2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",8.3,NA
"769","Published","Nicaragua","Americas",2009,"Proportion of population below the international poverty line of US$1.90 per day (%)",7.3,NA
"770","Published","Nicaragua","Americas",2014,"Proportion of population below the international poverty line of US$1.90 per day (%)",3.2,NA
"771","Published","Netherlands","Europe",2004,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"772","Published","Netherlands","Europe",2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"773","Published","Netherlands","Europe",2006,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"774","Published","Netherlands","Europe",2007,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"775","Published","Netherlands","Europe",2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"776","Published","Netherlands","Europe",2009,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"777","Published","Netherlands","Europe",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"778","Published","Netherlands","Europe",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"779","Published","Netherlands","Europe",2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"780","Published","Netherlands","Europe",2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"781","Published","Netherlands","Europe",2014,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"782","Published","Netherlands","Europe",2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"783","Published","Niger","Africa",2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",74.9,NA
"784","Published","Niger","Africa",2007,"Proportion of population below the international poverty line of US$1.90 per day (%)",72,NA
"785","Published","Niger","Africa",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",50.3,NA
"786","Published","Norway","Europe",2006,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"787","Published","Norway","Europe",2007,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"788","Published","Norway","Europe",2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"789","Published","Panama","Americas",2004,"Proportion of population below the international poverty line of US$1.90 per day (%)",10.1,NA
"790","Published","Panama","Americas",2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",10,NA
"791","Published","Panama","Americas",2006,"Proportion of population below the international poverty line of US$1.90 per day (%)",10.5,NA
"792","Published","Panama","Americas",2007,"Proportion of population below the international poverty line of US$1.90 per day (%)",7.8,NA
"793","Published","Panama","Americas",2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",5.2,NA
"794","Published","Panama","Americas",2009,"Proportion of population below the international poverty line of US$1.90 per day (%)",3.2,NA
"795","Published","Panama","Americas",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",4.5,NA
"796","Published","Panama","Americas",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",3,NA
"797","Published","Panama","Americas",2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",4.1,NA
"798","Published","Panama","Americas",2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",2.8,NA
"799","Published","Panama","Americas",2014,"Proportion of population below the international poverty line of US$1.90 per day (%)",3.5,NA
"800","Published","Panama","Americas",2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",2,NA
"801","Published","Panama","Americas",2016,"Proportion of population below the international poverty line of US$1.90 per day (%)",2.2,NA
"802","Published","Panama","Americas",2017,"Proportion of population below the international poverty line of US$1.90 per day (%)",2.5,NA
"803","Published","Peru","Americas",2000,"Proportion of population below the international poverty line of US$1.90 per day (%)",16.3,NA
"804","Published","Peru","Americas",2001,"Proportion of population below the international poverty line of US$1.90 per day (%)",17.2,NA
"805","Published","Peru","Americas",2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",15,NA
"806","Published","Norway","Europe",2009,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"807","Published","Norway","Europe",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"808","Published","Norway","Europe",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"809","Published","Norway","Europe",2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"810","Published","Norway","Europe",2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"811","Published","Norway","Europe",2014,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"812","Published","Norway","Europe",2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"813","Published","Nepal","South-East Asia",2003,"Proportion of population below the international poverty line of US$1.90 per day (%)",46.1,NA
"814","Published","Nepal","South-East Asia",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",15,NA
"815","Published","Pakistan","Eastern Mediterranean",2001,"Proportion of population below the international poverty line of US$1.90 per day (%)",28.6,NA
"816","Published","Pakistan","Eastern Mediterranean",2004,"Proportion of population below the international poverty line of US$1.90 per day (%)",18,NA
"817","Published","Pakistan","Eastern Mediterranean",2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",16.5,NA
"818","Published","Pakistan","Eastern Mediterranean",2007,"Proportion of population below the international poverty line of US$1.90 per day (%)",13.2,NA
"819","Published","Pakistan","Eastern Mediterranean",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",8.3,NA
"820","Published","Pakistan","Eastern Mediterranean",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",7.9,NA
"821","Published","Pakistan","Eastern Mediterranean",2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",6.1,NA
"822","Published","Norway","Europe",2003,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"823","Published","Norway","Europe",2004,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"824","Published","Norway","Europe",2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"825","Published","Panama","Americas",2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",11.2,NA
"826","Published","Panama","Americas",2003,"Proportion of population below the international poverty line of US$1.90 per day (%)",11.2,NA
"827","Published","Pakistan","Eastern Mediterranean",2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",3.9,NA
"828","Published","Panama","Americas",2000,"Proportion of population below the international poverty line of US$1.90 per day (%)",12.4,NA
"829","Published","Panama","Americas",2001,"Proportion of population below the international poverty line of US$1.90 per day (%)",15.5,NA
"830","Published","Philippines","Western Pacific",2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",7.8,NA
"831","Published","Papua New Guinea","Western Pacific",2009,"Proportion of population below the international poverty line of US$1.90 per day (%)",38,NA
"832","Published","Peru","Americas",2003,"Proportion of population below the international poverty line of US$1.90 per day (%)",11.7,NA
"833","Published","Peru","Americas",2004,"Proportion of population below the international poverty line of US$1.90 per day (%)",13.5,NA
"834","Published","Peru","Americas",2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",15.3,NA
"835","Published","Peru","Americas",2006,"Proportion of population below the international poverty line of US$1.90 per day (%)",13.3,NA
"836","Published","Peru","Americas",2007,"Proportion of population below the international poverty line of US$1.90 per day (%)",11,NA
"837","Published","Peru","Americas",2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",9,NA
"838","Published","Peru","Americas",2009,"Proportion of population below the international poverty line of US$1.90 per day (%)",7,NA
"839","Published","Peru","Americas",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",5.5,NA
"840","Published","Peru","Americas",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",5.2,NA
"841","Published","Peru","Americas",2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",4.7,NA
"842","Published","Peru","Americas",2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",4.3,NA
"843","Published","Peru","Americas",2014,"Proportion of population below the international poverty line of US$1.90 per day (%)",3.7,NA
"844","Published","Peru","Americas",2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",3.6,NA
"845","Published","Peru","Americas",2016,"Proportion of population below the international poverty line of US$1.90 per day (%)",3.5,NA
"846","Published","Peru","Americas",2017,"Proportion of population below the international poverty line of US$1.90 per day (%)",3.4,NA
"847","Published","Philippines","Western Pacific",2000,"Proportion of population below the international poverty line of US$1.90 per day (%)",14.5,NA
"848","Published","Philippines","Western Pacific",2003,"Proportion of population below the international poverty line of US$1.90 per day (%)",13.1,NA
"849","Published","Philippines","Western Pacific",2006,"Proportion of population below the international poverty line of US$1.90 per day (%)",14.7,NA
"850","Published","Philippines","Western Pacific",2009,"Proportion of population below the international poverty line of US$1.90 per day (%)",10.7,NA
"851","Published","Philippines","Western Pacific",2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",12,NA
"852","Published","Poland","Europe",2003,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.1,NA
"853","Published","Poland","Europe",2004,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.1,NA
"854","Published","Poland","Europe",2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.1,NA
"855","Published","Poland","Europe",2006,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"856","Published","Poland","Europe",2007,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"857","Published","Poland","Europe",2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"858","Published","Poland","Europe",2009,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"859","Published","Poland","Europe",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"860","Published","Poland","Europe",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"861","Published","Poland","Europe",2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"862","Published","Poland","Europe",2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"863","Published","Poland","Europe",2014,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"864","Published","Poland","Europe",2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"865","Published","Poland","Europe",2016,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"866","Published","Portugal","Europe",2003,"Proportion of population below the international poverty line of US$1.90 per day (%)",1,NA
"867","Published","Portugal","Europe",2004,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,NA
"868","Published","Portugal","Europe",2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,NA
"869","Published","Portugal","Europe",2006,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"870","Published","Portugal","Europe",2007,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"871","Published","Poland","Europe",2000,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.1,NA
"872","Published","Poland","Europe",2001,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.1,NA
"873","Published","Poland","Europe",2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.1,NA
"874","Published","Portugal","Europe",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,NA
"875","Published","Portugal","Europe",2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.7,NA
"876","Published","Portugal","Europe",2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.7,NA
"877","Published","Portugal","Europe",2014,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,NA
"878","Published","Portugal","Europe",2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,NA
"879","Published","Paraguay","Americas",2001,"Proportion of population below the international poverty line of US$1.90 per day (%)",8.9,NA
"880","Published","Paraguay","Americas",2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",13.2,NA
"881","Published","Paraguay","Americas",2003,"Proportion of population below the international poverty line of US$1.90 per day (%)",8.3,NA
"882","Published","Paraguay","Americas",2004,"Proportion of population below the international poverty line of US$1.90 per day (%)",5.7,NA
"883","Published","Paraguay","Americas",2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",6.1,NA
"884","Published","Paraguay","Americas",2006,"Proportion of population below the international poverty line of US$1.90 per day (%)",7.9,NA
"885","Published","Paraguay","Americas",2007,"Proportion of population below the international poverty line of US$1.90 per day (%)",7.8,NA
"886","Published","Paraguay","Americas",2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",4.3,NA
"887","Published","Paraguay","Americas",2009,"Proportion of population below the international poverty line of US$1.90 per day (%)",5.8,NA
"888","Published","Paraguay","Americas",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",5.5,NA
"889","Published","Paraguay","Americas",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",5,NA
"890","Published","Paraguay","Americas",2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",3.3,NA
"891","Published","Paraguay","Americas",2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",1.8,NA
"892","Published","Paraguay","Americas",2014,"Proportion of population below the international poverty line of US$1.90 per day (%)",2.4,NA
"893","Published","Portugal","Europe",2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"894","Published","Portugal","Europe",2009,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"895","Published","Portugal","Europe",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"896","Published","Romania","Europe",2006,"Proportion of population below the international poverty line of US$1.90 per day (%)",8,NA
"897","Published","Romania","Europe",2007,"Proportion of population below the international poverty line of US$1.90 per day (%)",5.7,NA
"898","Published","Romania","Europe",2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",4.5,NA
"899","Published","Romania","Europe",2009,"Proportion of population below the international poverty line of US$1.90 per day (%)",3.5,NA
"900","Published","Romania","Europe",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",4.5,NA
"901","Published","Romania","Europe",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",5.7,NA
"902","Published","Romania","Europe",2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",6.7,NA
"903","Published","Romania","Europe",2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",7.2,NA
"904","Published","Romania","Europe",2014,"Proportion of population below the international poverty line of US$1.90 per day (%)",7.5,NA
"905","Published","Romania","Europe",2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",5.7,NA
"906","Published","Russian Federation","Europe",2000,"Proportion of population below the international poverty line of US$1.90 per day (%)",2.2,NA
"907","Published","Russian Federation","Europe",2001,"Proportion of population below the international poverty line of US$1.90 per day (%)",1.3,NA
"908","Published","Russian Federation","Europe",2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.7,NA
"909","Published","Russian Federation","Europe",2003,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.8,NA
"910","Published","Russian Federation","Europe",2004,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.7,NA
"911","Published","Russian Federation","Europe",2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,NA
"912","Published","Russian Federation","Europe",2006,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.3,NA
"913","Published","Russian Federation","Europe",2007,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.1,NA
"914","Published","Russian Federation","Europe",2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.1,NA
"915","Published","Paraguay","Americas",2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",1.9,NA
"916","Published","Paraguay","Americas",2016,"Proportion of population below the international poverty line of US$1.90 per day (%)",1.7,NA
"917","Published","Paraguay","Americas",2017,"Proportion of population below the international poverty line of US$1.90 per day (%)",1.2,NA
"918","Published","Russian Federation","Europe",2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"919","Published","Russian Federation","Europe",2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"920","Published","Russian Federation","Europe",2014,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"921","Published","Russian Federation","Europe",2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"922","Published","Rwanda","Africa",2000,"Proportion of population below the international poverty line of US$1.90 per day (%)",77.2,NA
"923","Published","Rwanda","Africa",2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",68.3,NA
"924","Published","Rwanda","Africa",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",62.3,NA
"925","Published","Rwanda","Africa",2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",56.8,NA
"926","Published","Rwanda","Africa",2016,"Proportion of population below the international poverty line of US$1.90 per day (%)",55.5,NA
"927","Published","Sudan","Eastern Mediterranean",2009,"Proportion of population below the international poverty line of US$1.90 per day (%)",14.9,NA
"928","Published","Senegal","Africa",2001,"Proportion of population below the international poverty line of US$1.90 per day (%)",48.3,NA
"929","Published","Senegal","Africa",2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",37.4,NA
"930","Published","Senegal","Africa",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",38,NA
"931","Published","Solomon Islands","Western Pacific",2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",45.6,NA
"932","Published","Solomon Islands","Western Pacific",2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",25.1,NA
"933","Published","Sierra Leone","Africa",2003,"Proportion of population below the international poverty line of US$1.90 per day (%)",60.6,NA
"934","Published","Sierra Leone","Africa",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",52.2,NA
"935","Published","El Salvador","Americas",2000,"Proportion of population below the international poverty line of US$1.90 per day (%)",12.2,NA
"936","Published","El Salvador","Americas",2001,"Proportion of population below the international poverty line of US$1.90 per day (%)",13.5,NA
"937","Published","Russian Federation","Europe",2009,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"938","Published","Russian Federation","Europe",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.1,NA
"939","Published","Russian Federation","Europe",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"940","Published","El Salvador","Americas",2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",10.4,NA
"941","Published","El Salvador","Americas",2006,"Proportion of population below the international poverty line of US$1.90 per day (%)",6.9,NA
"942","Published","El Salvador","Americas",2007,"Proportion of population below the international poverty line of US$1.90 per day (%)",4.5,NA
"943","Published","El Salvador","Americas",2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",6.7,NA
"944","Published","El Salvador","Americas",2009,"Proportion of population below the international poverty line of US$1.90 per day (%)",6.4,NA
"945","Published","El Salvador","Americas",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",5.5,NA
"946","Published","El Salvador","Americas",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",4.5,NA
"947","Published","El Salvador","Americas",2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",4.1,NA
"948","Published","El Salvador","Americas",2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",3.2,NA
"949","Published","El Salvador","Americas",2014,"Proportion of population below the international poverty line of US$1.90 per day (%)",3,NA
"950","Published","El Salvador","Americas",2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",1.9,NA
"951","Published","El Salvador","Americas",2016,"Proportion of population below the international poverty line of US$1.90 per day (%)",2.2,NA
"952","Published","El Salvador","Americas",2017,"Proportion of population below the international poverty line of US$1.90 per day (%)",1.9,NA
"953","Published","Serbia","Europe",2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"954","Published","Serbia","Europe",2003,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,NA
"955","Published","Serbia","Europe",2004,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.9,NA
"956","Published","Serbia","Europe",2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.9,NA
"957","Published","Serbia","Europe",2006,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,NA
"958","Published","Serbia","Europe",2007,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.4,NA
"959","Published","El Salvador","Americas",2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",14,NA
"960","Published","El Salvador","Americas",2003,"Proportion of population below the international poverty line of US$1.90 per day (%)",14.8,NA
"961","Published","El Salvador","Americas",2004,"Proportion of population below the international poverty line of US$1.90 per day (%)",10.9,NA
"962","Published","Serbia","Europe",2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.3,NA
"963","Published","Serbia","Europe",2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.1,NA
"964","Published","South Sudan","Africa",2009,"Proportion of population below the international poverty line of US$1.90 per day (%)",42.7,NA
"965","Published","Sao Tome and Principe","Africa",2000,"Proportion of population below the international poverty line of US$1.90 per day (%)",29.8,NA
"966","Published","Sao Tome and Principe","Africa",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",32.3,NA
"967","Published","Slovakia","Europe",2004,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"968","Published","Slovakia","Europe",2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"969","Published","Slovakia","Europe",2006,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"970","Published","Slovakia","Europe",2007,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"971","Published","Slovakia","Europe",2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,NA
"972","Published","Slovakia","Europe",2009,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.4,NA
"973","Published","Slovakia","Europe",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,NA
"974","Published","Slovakia","Europe",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,NA
"975","Published","Slovakia","Europe",2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"976","Published","Slovakia","Europe",2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"977","Published","Slovakia","Europe",2014,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.7,NA
"978","Published","Slovakia","Europe",2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.7,NA
"979","Published","Slovenia","Europe",2004,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"980","Published","Slovenia","Europe",2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"981","Published","Serbia","Europe",2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.1,NA
"982","Published","Serbia","Europe",2009,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.1,NA
"983","Published","Serbia","Europe",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"984","Published","Slovenia","Europe",2009,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"985","Published","Slovenia","Europe",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"986","Published","Slovenia","Europe",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"987","Published","Slovenia","Europe",2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"988","Published","Slovenia","Europe",2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"989","Published","Slovenia","Europe",2014,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"990","Published","Slovenia","Europe",2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"991","Published","Sweden","Europe",2003,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"992","Published","Sweden","Europe",2004,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,NA
"993","Published","Sweden","Europe",2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.9,NA
"994","Published","Sweden","Europe",2006,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"995","Published","Sweden","Europe",2007,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,NA
"996","Published","Sweden","Europe",2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,NA
